Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge,Case Type Priority,Case Age,Scheduled Hearings,Overall Priority,Predicted Priority
1960,Violent Crimes,Nicholas,Violent Crimes Case - Nicholas,03.01.22,Pending,Charlotte,15.02.24,10.09.24,,Jessica Holland MD,8,41,0.5,49.5,49.49999999999996
966,Cyber Crime,Joseph,Cyber Crime Case - Joseph,08.01.22,Pending,Houston,26.08.22,04.03.23,20.06.23,Ashley Fletcher,3,46,1.0,50.0,49.99999999999994
1369,Intellectual Property Violations,Katherine,Intellectual Property Violations Case - Katherine,02.01.22,Pending,Fort Worth,30.05.22,,,Benjamin Cunningham,10,40,0.0,50.0,49.99999999999996
1268,Counterintelligence,Jesse,Counterintelligence Case - Jesse,10.01.22,Pending,Memphis,27.09.23,11.04.24,04.06.24,Andrew Brown,2,48,1.0,51.0,50.99999999999994
470,Violent Crimes,Adam,Violent Crimes Case - Adam,05.01.22,Pending,Austin,21.10.24,,,Teresa Garcia,8,43,0.0,51.0,50.99999999999996
2602,Counterintelligence,Kevin,Counterintelligence Case - Kevin,11.01.22,Pending,Nashville,31.07.23,09.05.24,03.09.24,Melanie Boyer,2,49,1.0,52.0,51.99999999999994
2294,Counterintelligence,Bradley,Counterintelligence Case - Bradley,11.01.22,Pending,Houston,06.02.23,21.04.23,12.05.23,Vanessa Pittman,2,49,1.0,52.0,51.99999999999994
223,Organized Crime,Veronica,Organized Crime Case - Veronica,07.01.22,Pending,Columbus,09.08.23,10.11.23,14.01.24,Thomas Smith,6,45,1.0,52.0,51.99999999999994
211,Securities Fraud,Hunter,Securities Fraud Case - Hunter,31.12.21,Pending,Jacksonville,31.03.24,,,Robert Johnson,14,38,0.0,52.0,51.99999999999996
595,Intellectual Property Violations,Danielle,Intellectual Property Violations Case - Danielle,03.01.22,Pending,Oklahoma City,24.10.23,01.01.24,04.06.24,Marcus Brown,10,41,1.0,52.0,51.99999999999996
2977,Environmental Law Violations,Jason,Environmental Law Violations Case - Jason,03.01.22,Pending,San Francisco,29.03.22,,,Sean Perkins,11,41,0.0,52.0,51.99999999999996
1529,Major Thefts,Diane,Major Thefts Case - Diane,04.01.22,Pending,Houston,20.05.22,27.12.22,11.04.23,Nicholas Ross,9,42,1.0,52.0,51.99999999999996
235,Securities Fraud,Jason,Securities Fraud Case - Jason,31.12.21,Pending,Boston,19.10.24,03.01.25,,Melissa Bailey,14,38,0.5,52.5,52.49999999999996
1917,Environmental Law Violations,Elizabeth,Environmental Law Violations Case - Elizabeth,03.01.22,Pending,Baltimore,22.01.22,27.03.22,,Rachel Russell,11,41,0.5,52.5,52.49999999999996
1427,Terrorism,Sheila,Terrorism Case - Sheila,13.01.22,Pending,San Antonio,09.11.22,11.02.23,19.04.23,John Maxwell,1,51,1.0,53.0,52.99999999999994
970,Securities Fraud,Christie,Securities Fraud Case - Christie,01.01.22,Pending,Dallas,19.09.22,,,Tiffany Diaz,14,39,0.0,53.0,52.99999999999996
1828,Environmental Law Violations,Kenneth,Environmental Law Violations Case - Kenneth,03.01.22,Pending,Washington,19.08.23,22.03.24,27.08.24,George Landry,11,41,1.0,53.0,52.99999999999996
1548,Violent Crimes,Frank,Violent Crimes Case - Frank,06.01.22,Pending,Memphis,12.09.24,09.06.25,16.09.25,Peter Smith,8,44,1.0,53.0,52.99999999999996
1668,Employment Law Disputes,Tristan,Employment Law Disputes Case - Tristan,03.01.22,Pending,Philadelphia,05.10.22,20.08.23,,Jason Gross,12,41,0.5,53.5,53.49999999999996
1573,Counterintelligence,Melinda,Counterintelligence Case - Melinda,14.01.22,Pending,Boston,11.07.24,,,Shannon Swanson,2,52,0.0,54.0,53.99999999999994
1467,Civil Rights,Linda,Civil Rights Case - Linda,11.01.22,Pending,Portland,12.03.23,,,Sarah Jones,5,49,0.0,54.0,53.99999999999994
1845,Immigration Law Cases,Jose,Immigration Law Cases Case - Jose,03.01.22,Pending,Chicago,24.09.23,,,Sheri Smith,13,41,0.0,54.0,53.99999999999996
648,Employment Law Disputes,Alice,Employment Law Disputes Case - Alice,04.01.22,Pending,Chicago,04.10.24,,,Henry Williams,12,42,0.0,54.0,53.99999999999996
2191,Cyber Crime,Veronica,Cyber Crime Case - Veronica,13.01.22,Pending,San Diego,15.06.23,26.03.24,20.05.24,Scott Bernard,3,51,1.0,55.0,54.99999999999994
616,Organized Crime,Michael,Organized Crime Case - Michael,10.01.22,Pending,Philadelphia,02.09.23,23.11.23,10.04.24,Darrell Jefferson,6,48,1.0,55.0,54.99999999999994
621,Immigration Law Cases,Sharon,Immigration Law Cases Case - Sharon,03.01.22,Pending,Austin,11.12.22,14.06.23,27.11.23,Charles Johnson,13,41,1.0,55.0,54.99999999999996
2140,Immigration Law Cases,Matthew,Immigration Law Cases Case - Matthew,03.01.22,Pending,Portland,29.04.24,18.03.25,11.07.25,Nathan Chandler,13,41,1.0,55.0,54.99999999999996
169,Environmental Law Violations,Pamela,Environmental Law Violations Case - Pamela,06.01.22,Pending,Columbus,28.07.23,,,Shane Yang,11,44,0.0,55.0,54.99999999999996
1896,Securities Fraud,John,Securities Fraud Case - John,03.01.22,Pending,Louisville,20.10.24,,,Daniel Vance,14,41,0.0,55.0,54.99999999999996
1199,Immigration Law Cases,David,Immigration Law Cases Case - David,03.01.22,Pending,Chicago,17.04.22,16.09.22,06.02.23,George Landry,13,41,1.0,55.0,54.99999999999996
2543,Terrorism,Christina,Terrorism Case - Christina,16.01.22,Pending,San Francisco,04.07.23,03.12.23,,Kelsey Lopez,1,54,0.5,55.5,55.49999999999994
2227,Counterintelligence,Nicholas,Counterintelligence Case - Nicholas,16.01.22,Pending,Jacksonville,25.04.24,,,Michael Gomez,2,54,0.0,56.0,55.99999999999994
333,Counterintelligence,Alexander,Counterintelligence Case - Alexander,16.01.22,Pending,Las Vegas,12.02.22,18.07.22,,Benjamin Cunningham,2,54,0.5,56.5,56.49999999999994
240,Terrorism,James,Terrorism Case - James,17.01.22,Pending,Los Angeles,27.12.23,04.02.24,30.03.24,Kimberly Jordan,1,55,1.0,57.0,56.99999999999993
658,Organized Crime,Brandon,Organized Crime Case - Brandon,13.01.22,Pending,Washington,05.09.22,,,Mr. Michael Lewis PhD,6,51,0.0,57.0,56.99999999999994
99,Immigration Law Cases,Lisa,Immigration Law Cases Case - Lisa,06.01.22,Pending,Los Angeles,23.04.23,,,Lisa Parker,13,44,0.0,57.0,56.99999999999996
1008,Employment Law Disputes,Alexa,Employment Law Disputes Case - Alexa,06.01.22,Pending,Oklahoma City,07.06.24,01.07.24,24.11.24,Kayla Myers,12,44,1.0,57.0,56.99999999999996
1059,Intellectual Property Violations,Sally,Intellectual Property Violations Case - Sally,08.01.22,Pending,Boston,18.04.22,25.09.22,12.10.22,Carrie Martin,10,46,1.0,57.0,56.99999999999996
67,Intellectual Property Violations,Katherine,Intellectual Property Violations Case - Katherine,10.01.22,Pending,San Jose,18.10.24,,,Alexander Allen,10,48,0.0,58.0,57.99999999999994
2535,Employment Law Disputes,Jamie,Employment Law Disputes Case - Jamie,08.01.22,Pending,Jacksonville,15.03.22,,,Kerry Jordan,12,46,0.0,58.0,57.99999999999996
1373,White-Collar Crime,Laura,White-Collar Crime Case - Laura,13.01.22,Pending,Fort Worth,01.06.22,06.12.22,14.01.23,Jeremy Burnett,7,51,1.0,59.0,58.99999999999994
1987,White-Collar Crime,Matthew,White-Collar Crime Case - Matthew,14.01.22,Pending,Oklahoma City,27.02.23,,,Mr. Cameron Hopkins,7,52,0.0,59.0,58.99999999999994
1084,Immigration Law Cases,Nicholas,Immigration Law Cases Case - Nicholas,07.01.22,Pending,New York,26.04.22,19.07.22,25.08.22,Henry Williams,13,45,1.0,59.0,58.99999999999996
2198,Immigration Law Cases,Evan,Immigration Law Cases Case - Evan,07.01.22,Pending,Charlotte,24.06.23,26.01.24,25.02.24,Mary Walters,13,45,1.0,59.0,58.99999999999996
1882,Cyber Crime,Robert,Cyber Crime Case - Robert,18.01.22,Pending,Los Angeles,04.07.23,26.07.23,04.09.23,Stephen Elliott,3,56,1.0,60.0,59.99999999999993
1970,Terrorism,Richard,Terrorism Case - Richard,20.01.22,Pending,Columbus,15.02.22,23.01.23,26.03.23,John Maxwell,1,58,1.0,60.0,59.99999999999993
2565,Terrorism,Travis,Terrorism Case - Travis,21.01.22,Pending,Boston,30.12.22,,,Martin Hale,1,59,0.0,60.0,59.99999999999993
1425,Organized Crime,Melissa,Organized Crime Case - Melissa,16.01.22,Pending,Memphis,10.10.23,,,Daniel Byrd,6,54,0.0,60.0,59.99999999999994
2571,Drug Trafficking,Jessica,Drug Trafficking Case - Jessica,06.01.22,Pending,Las Vegas,01.04.23,09.06.23,17.07.23,Stephen Elliott,15,44,1.0,60.0,59.99999999999996
38,Immigration Law Cases,Jacob,Immigration Law Cases Case - Jacob,10.01.22,Pending,Washington,13.06.22,,,Jamie Miller,13,48,0.0,61.0,60.99999999999994
2995,Major Thefts,Judith,Major Thefts Case - Judith,14.01.22,Pending,Columbus,19.04.22,,,Caleb Johnson,9,52,0.0,61.0,60.99999999999994
290,Environmental Law Violations,Kimberly,Environmental Law Violations Case - Kimberly,11.01.22,Pending,Seattle,02.07.22,25.05.23,31.10.23,Malik Sherman,11,49,1.0,61.0,60.99999999999994
2327,Major Thefts,Valerie,Major Thefts Case - Valerie,14.01.22,Pending,Washington,31.12.22,,,Anthony Smith,9,52,0.0,61.0,60.99999999999994
472,Organized Crime,Christina,Organized Crime Case - Christina,17.01.22,Pending,Chicago,02.10.22,01.07.23,,Kevin Wood,6,55,0.5,61.5,61.49999999999993
2024,Intellectual Property Violations,Debbie,Intellectual Property Violations Case - Debbie,13.01.22,Pending,Indianapolis,14.05.23,19.08.23,,Troy Farley,10,51,0.5,61.5,61.49999999999994
1900,Organized Crime,Jennifer,Organized Crime Case - Jennifer,17.01.22,Pending,Los Angeles,27.05.24,03.06.24,07.08.24,Crystal Oconnell,6,55,1.0,62.0,61.99999999999993
1461,Immigration Law Cases,Anna,Immigration Law Cases Case - Anna,10.01.22,Pending,Houston,05.10.22,01.12.22,05.02.23,Amanda Jones,13,48,1.0,62.0,61.99999999999994
283,Violent Crimes,Tracy,Violent Crimes Case - Tracy,16.01.22,Pending,Phoenix,21.02.22,21.08.22,,Victoria Wilson,8,54,0.5,62.5,62.49999999999994
380,Major Thefts,Cody,Major Thefts Case - Cody,16.01.22,Pending,Memphis,26.06.24,02.03.25,,Terrence Rodriguez,9,54,0.5,63.5,63.49999999999994
1220,Organized Crime,Randy,Organized Crime Case - Randy,19.01.22,Pending,Washington,20.03.24,11.07.24,19.12.24,Andrew Brown,6,57,1.0,64.0,63.99999999999993
2101,Organized Crime,Nathan,Organized Crime Case - Nathan,19.01.22,Pending,New York,24.10.24,04.03.25,20.08.25,Stephanie Henry,6,57,1.0,64.0,63.99999999999993
552,Cyber Crime,Ashley,Cyber Crime Case - Ashley,23.01.22,Pending,Los Angeles,19.06.22,,,Melinda Fields,3,61,0.0,64.0,63.99999999999993
677,Violent Crimes,Alan,Violent Crimes Case - Alan,18.01.22,Pending,Boston,11.04.23,,,Michael Gomez,8,56,0.0,64.0,63.99999999999994
1236,Securities Fraud,Lauren,Securities Fraud Case - Lauren,12.01.22,Pending,Milwaukee,27.08.22,,,Elizabeth Carson,14,50,0.0,64.0,63.99999999999994
2002,Major Thefts,Donald,Major Thefts Case - Donald,17.01.22,Pending,Charlotte,28.06.22,,,Jessica Holland MD,9,55,0.0,64.0,63.99999999999994
1572,Drug Trafficking,Julie,Drug Trafficking Case - Julie,11.01.22,Pending,San Francisco,24.02.24,25.07.24,,Traci Donovan,15,49,0.5,64.5,64.49999999999994
2872,Civil Rights,Carla,Civil Rights Case - Carla,21.01.22,Pending,Chicago,26.01.23,22.07.23,27.12.23,Mr. Alexander Horton,5,59,1.0,65.0,64.99999999999993
1972,Drug Trafficking,Heather,Drug Trafficking Case - Heather,11.01.22,Pending,San Antonio,22.09.22,11.04.23,01.05.23,Robert Russo,15,49,1.0,65.0,64.99999999999994
353,White-Collar Crime,Tyler,White-Collar Crime Case - Tyler,19.01.22,Pending,New York,26.03.24,04.12.24,14.02.25,Martin Hale,7,57,1.0,65.0,64.99999999999994
1052,Environmental Law Violations,Rebecca,Environmental Law Violations Case - Rebecca,16.01.22,Pending,Denver,04.03.22,,,Matthew Hall,11,54,0.0,65.0,64.99999999999994
2116,Employment Law Disputes,Laura,Employment Law Disputes Case - Laura,14.01.22,Pending,New York,28.12.22,08.07.23,28.07.23,Amy Bell,12,52,1.0,65.0,64.99999999999994
2339,Drug Trafficking,Samantha,Drug Trafficking Case - Samantha,12.01.22,Pending,San Jose,22.03.23,10.06.23,,Jill Johnson,15,50,0.5,65.5,65.49999999999994
2889,Public Corruption,Natalie,Public Corruption Case - Natalie,24.01.22,Pending,Phoenix,01.11.23,,,William Edwards,4,62,0.0,66.0,65.99999999999993
838,Terrorism,David,Terrorism Case - David,26.01.22,Pending,Jacksonville,24.12.23,05.04.24,27.07.24,Thomas Smith,1,64,1.0,66.0,65.99999999999993
811,Public Corruption,Ryan,Public Corruption Case - Ryan,23.01.22,Pending,New York,11.11.24,13.09.25,17.09.25,David Green,4,61,1.0,66.0,65.99999999999993
1727,Major Thefts,Ashley,Major Thefts Case - Ashley,18.01.22,Pending,New York,31.10.22,06.05.23,06.07.23,David Turner,9,56,1.0,66.0,65.99999999999994
1259,Terrorism,Jeremiah,Terrorism Case - Jeremiah,27.01.22,Pending,San Diego,15.01.23,14.08.23,27.10.23,Erica Martin,1,65,1.0,67.0,66.99999999999993
960,Public Corruption,Patricia,Public Corruption Case - Patricia,24.01.22,Pending,Portland,01.03.23,09.07.23,11.07.23,Ashley Fletcher,4,62,1.0,67.0,66.99999999999993
998,Securities Fraud,Noah,Securities Fraud Case - Noah,14.01.22,Pending,Las Vegas,08.07.23,26.11.23,29.04.24,Jennifer Sanchez,14,52,1.0,67.0,66.99999999999994
1203,Violent Crimes,Amanda,Violent Crimes Case - Amanda,20.01.22,Pending,Las Vegas,29.01.22,12.03.22,01.05.22,Carrie Martin,8,58,1.0,67.0,66.99999999999994
339,Violent Crimes,Steven,Violent Crimes Case - Steven,21.01.22,Pending,San Jose,26.07.24,,,Ashley Fletcher,8,59,0.0,67.0,66.99999999999994
1860,Employment Law Disputes,David,Employment Law Disputes Case - David,17.01.22,Pending,San Francisco,14.07.24,25.11.24,06.04.25,Kenneth Baker,12,55,1.0,68.0,67.99999999999994
1605,Organized Crime,Michael,Organized Crime Case - Michael,24.01.22,Pending,Houston,09.02.23,17.12.23,,Paul Hoover,6,62,0.5,68.5,68.49999999999993
1458,Environmental Law Violations,Kevin,Environmental Law Violations Case - Kevin,19.01.22,Pending,Detroit,13.02.22,15.01.23,,Kari Price,11,57,0.5,68.5,68.49999999999994
608,White-Collar Crime,Jamie,White-Collar Crime Case - Jamie,23.01.22,Pending,Portland,28.03.24,09.01.25,27.01.25,Jennifer Smith,7,61,1.0,69.0,68.99999999999993
2466,Intellectual Property Violations,Dean,Intellectual Property Violations Case - Dean,20.01.22,Pending,Detroit,05.02.24,23.03.24,14.05.24,Daniel Vance,10,58,1.0,69.0,68.99999999999994
1098,Major Thefts,Kaitlyn,Major Thefts Case - Kaitlyn,21.01.22,Pending,Dallas,18.11.24,09.10.25,06.02.26,Ashley Le,9,59,1.0,69.0,68.99999999999994
1409,Cyber Crime,James,Cyber Crime Case - James,28.01.22,Pending,San Jose,04.02.22,22.08.22,,Troy Farley,3,66,0.5,69.5,69.49999999999993
449,Major Thefts,Kelly,Major Thefts Case - Kelly,23.01.22,Pending,Los Angeles,07.04.23,,,Shane Yang,9,61,0.0,70.0,69.99999999999993
1981,Drug Trafficking,Emily,Drug Trafficking Case - Emily,17.01.22,Pending,Louisville,07.09.24,11.03.25,,Erica Martin,15,55,0.5,70.5,70.49999999999994
577,Intellectual Property Violations,Mark,Intellectual Property Violations Case - Mark,23.01.22,Pending,Los Angeles,25.12.23,,,Kevin Wood,10,61,0.0,71.0,70.99999999999993
1503,Intellectual Property Violations,Juan,Intellectual Property Violations Case - Juan,22.01.22,Pending,Baltimore,05.02.22,31.03.22,20.06.22,Rachel Mckee,10,60,1.0,71.0,70.99999999999994
213,Employment Law Disputes,Jennifer,Employment Law Disputes Case - Jennifer,20.01.22,Pending,Memphis,27.06.22,19.08.22,02.02.23,Paula Powers,12,58,1.0,71.0,70.99999999999994
1722,Employment Law Disputes,Jason,Employment Law Disputes Case - Jason,20.01.22,Pending,Philadelphia,08.06.22,03.01.23,31.03.23,Henry Williams,12,58,1.0,71.0,70.99999999999994
1628,White-Collar Crime,Natalie,White-Collar Crime Case - Natalie,27.01.22,Pending,Denver,30.01.23,,,Alicia Johnson,7,65,0.0,72.0,71.99999999999993
1280,Public Corruption,Abigail,Public Corruption Case - Abigail,29.01.22,Pending,Milwaukee,26.10.23,15.03.24,12.07.24,Cameron Fields,4,67,1.0,72.0,71.99999999999993
2017,Organized Crime,Angela,Organized Crime Case - Angela,28.01.22,Pending,Chicago,05.03.24,,,Benjamin Cunningham,6,66,0.0,72.0,71.99999999999993
2033,Environmental Law Violations,Daniel,Environmental Law Violations Case - Daniel,23.01.22,Pending,Nashville,22.08.22,,,Jennifer Avery,11,61,0.0,72.0,71.99999999999993
1766,Securities Fraud,Christopher,Securities Fraud Case - Christopher,20.01.22,Pending,Columbus,22.06.24,,,Mark Miller,14,58,0.0,72.0,71.99999999999994
1127,Drug Trafficking,Brooke,Drug Trafficking Case - Brooke,18.01.22,Pending,Boston,14.02.24,12.08.24,14.11.24,Frank Huerta,15,56,1.0,72.0,71.99999999999994
1018,Immigration Law Cases,Jeffrey,Immigration Law Cases Case - Jeffrey,20.01.22,Pending,Denver,21.08.22,23.11.22,23.04.23,Alexander Allen,13,58,1.0,72.0,71.99999999999994
25,Environmental Law Violations,Mark,Environmental Law Violations Case - Mark,22.01.22,Pending,Baltimore,06.12.22,15.06.23,01.12.23,Laura Stephens,11,60,1.0,72.0,71.99999999999994
2489,Civil Rights,Sean,Civil Rights Case - Sean,29.01.22,Pending,Louisville,11.07.22,18.10.22,,Alicia Johnson,5,67,0.5,72.5,72.49999999999993
1721,Organized Crime,Jill,Organized Crime Case - Jill,28.01.22,Pending,Detroit,05.10.24,20.03.25,27.07.25,George Landry,6,66,1.0,73.0,72.99999999999993
2322,Immigration Law Cases,Brian,Immigration Law Cases Case - Brian,21.01.22,Pending,Jacksonville,05.10.22,29.10.22,25.04.23,Emily Castro,13,59,1.0,73.0,72.99999999999994
1440,Major Thefts,Corey,Major Thefts Case - Corey,26.01.22,Pending,San Antonio,30.03.22,31.08.22,,Jeffrey Miles,9,64,0.5,73.5,73.49999999999993
776,Employment Law Disputes,Sherry,Employment Law Disputes Case - Sherry,23.01.22,Pending,Portland,06.04.24,04.04.25,12.04.25,Miss Holly Richardson DDS,12,61,1.0,74.0,73.99999999999993
2934,Environmental Law Violations,Sharon,Environmental Law Violations Case - Sharon,24.01.22,Pending,Austin,13.04.22,13.05.22,10.09.22,Christopher Becker,11,62,1.0,74.0,73.99999999999993
2109,Civil Rights,Joshua,Civil Rights Case - Joshua,30.01.22,Pending,Denver,14.08.24,25.07.25,08.01.26,Lynn Snyder,5,68,1.0,74.0,73.99999999999993
1937,Public Corruption,Nicholas,Public Corruption Case - Nicholas,31.01.22,Pending,Charlotte,11.12.22,11.12.22,09.02.23,Chris Cohen,4,69,1.0,74.0,73.99999999999993
1163,Immigration Law Cases,Clifford,Immigration Law Cases Case - Clifford,22.01.22,Pending,Dallas,23.02.22,13.12.22,10.03.23,Kevin Phelps,13,60,1.0,74.0,73.99999999999994
1793,Counterintelligence,Robin,Counterintelligence Case - Robin,03.02.22,Pending,Fort Worth,21.09.22,08.09.23,09.12.23,Melissa Murillo,2,72,1.0,75.0,74.99999999999991
1611,Major Thefts,Daniel,Major Thefts Case - Daniel,28.01.22,Pending,Houston,07.06.22,20.04.23,,Victoria Wilson,9,66,0.5,75.5,75.49999999999993
921,Counterintelligence,James,Counterintelligence Case - James,05.02.22,Pending,Nashville,08.07.22,,,Darren Steele,2,74,0.0,76.0,75.99999999999991
1151,Violent Crimes,Calvin,Violent Crimes Case - Calvin,29.01.22,Pending,Louisville,13.01.23,03.09.23,31.10.23,Wendy Burke,8,67,1.0,76.0,75.99999999999993
486,Violent Crimes,Bryan,Violent Crimes Case - Bryan,29.01.22,Pending,Milwaukee,30.05.23,08.04.24,23.04.24,Melissa Bailey,8,67,1.0,76.0,75.99999999999993
753,Immigration Law Cases,Richard,Immigration Law Cases Case - Richard,24.01.22,Pending,Philadelphia,26.08.23,30.10.23,18.11.23,Susan Frye,13,62,1.0,76.0,75.99999999999993
248,Securities Fraud,Shelley,Securities Fraud Case - Shelley,23.01.22,Pending,Fort Worth,27.11.23,31.05.24,19.10.24,Darlene Guerrero,14,61,1.0,76.0,75.99999999999994
528,Public Corruption,Jeffrey,Public Corruption Case - Jeffrey,03.02.22,Pending,Phoenix,11.04.22,07.11.22,,Natasha Wyatt,4,72,0.5,76.5,76.49999999999991
2950,Counterintelligence,Brenda,Counterintelligence Case - Brenda,06.02.22,Pending,Austin,24.02.23,,,Daniel Shah,2,75,0.0,77.0,76.99999999999991
1790,Environmental Law Violations,Michelle,Environmental Law Violations Case - Michelle,27.01.22,Pending,Milwaukee,16.07.22,28.01.23,06.07.23,Michael Morales,11,65,1.0,77.0,76.99999999999993
2744,White-Collar Crime,Donald,White-Collar Crime Case - Donald,01.02.22,Pending,Dallas,06.04.24,,,Alexander Allen,7,70,0.0,77.0,76.99999999999993
2948,Major Thefts,Mitchell,Major Thefts Case - Mitchell,29.01.22,Pending,Oklahoma City,29.10.23,16.05.24,06.09.24,Carrie Martin,9,67,1.0,77.0,76.99999999999993
2450,White-Collar Crime,Sarah,White-Collar Crime Case - Sarah,01.02.22,Pending,Oklahoma City,20.10.24,19.11.24,03.02.25,Mrs. Cynthia Garcia,7,70,1.0,78.0,77.99999999999993
2113,Securities Fraud,Hannah,Securities Fraud Case - Hannah,26.01.22,Pending,Indianapolis,16.05.24,,,Ronald Bright,14,64,0.0,78.0,77.99999999999994
662,Organized Crime,Christina,Organized Crime Case - Christina,03.02.22,Pending,San Diego,05.02.23,21.01.24,,Daniel Johnson,6,72,0.5,78.5,78.49999999999991
694,Organized Crime,Deanna,Organized Crime Case - Deanna,04.02.22,Pending,San Francisco,19.07.24,,,Denise Williams,6,73,0.0,79.0,78.99999999999991
2641,Immigration Law Cases,Charles,Immigration Law Cases Case - Charles,27.01.22,Pending,San Jose,04.10.24,01.07.25,16.11.25,Scott Ali,13,65,1.0,79.0,78.99999999999993
